,name,category,brand,price,stock,rating
878,iPad Pro M4 256GB,Tablet,Apple,999,12,4.9
879,iPad Pro M4 512GB,Tablet,Apple,1199,10,4.9
880,iPad Pro M4 1TB,Tablet,Apple,1599,6,4.9
881,Galaxy Tab S9 128GB,Tablet,Samsung,699,18,4.7
882,Galaxy Tab S9 256GB,Tablet,Samsung,799,15,4.8
883,Galaxy Tab S9 Ultra 256GB,Tablet,Samsung,1199,8,4.9
884,Galaxy Tab S10 Plus 256GB,Tablet,Samsung,999,12,4.8
885,Galaxy Tab S10 Ultra 512GB,Tablet,Samsung,1399,7,4.9
886,Xiaomi Pad 7 128GB,Tablet,Xiaomi,549,20,4.7
887,Xiaomi Pad 7 256GB,Tablet,Xiaomi,649,15,4.8
888,OnePlus Pad 2 256GB,Tablet,OnePlus,549,15,4.8
889,Lenovo Tab P12 Pro,Tablet,Lenovo,599,12,4.6
890,Google Pixel Tablet 128GB,Tablet,Google,499,15,4.6
891,Google Pixel Tablet 256GB,Tablet,Google,599,10,4.7
892,Apple Watch SE 2 40mm,Smartwatch,Apple,249,25,4.6
893,Apple Watch SE 2 44mm,Smartwatch,Apple,279,20,4.6
894,Apple Watch Series 10 42mm,Smartwatch,Apple,399,18,4.8
895,Apple Watch Series 10 46mm,Smartwatch,Apple,429,15,4.9
896,Apple Watch Ultra 2 Titanium,Smartwatch,Apple,799,8,4.9
897,Galaxy Watch 7 40mm,Smartwatch,Samsung,299,20,4.7
898,Galaxy Watch 7 44mm,Smartwatch,Samsung,349,18,4.8
899,Galaxy Watch Ultra LTE,Smartwatch,Samsung,649,8,4.9
900,Pixel Watch 3 41mm LTE,Smartwatch,Google,399,10,4.8
901,Pixel Watch 3 45mm LTE,Smartwatch,Google,449,8,4.9
902,Garmin Venu 3,Smartwatch,Garmin,449,10,4.8
903,Garmin Fenix 8 AMOLED,Smartwatch,Garmin,1099,5,4.9
904,AirPods 4 ANC,Earbuds,Apple,179,30,4.8
905,AirPods Pro 2 USB-C,Earbuds,Apple,249,25,4.9
906,Galaxy Buds 3 ANC,Earbuds,Samsung,179,25,4.7
907,Galaxy Buds 3 Pro ANC,Earbuds,Samsung,249,20,4.9
908,Pixel Buds Pro 2,Earbuds,Google,229,18,4.8
909,Sony WF-1000XM5,Earbuds,Sony,299,15,4.9
910,Bose QuietComfort Ultra,Earbuds,Bose,299,12,4.8
911,JBL Live Pro 2,Earbuds,JBL,149,25,4.6
912,Nothing Ear,Earbuds,Nothing,149,20,4.7
913,Nothing Ear 2,Earbuds,Nothing,129,22,4.6
914,Sony WH-1000XM5 Black,Headphones,Sony,349,20,4.9
915,Sony WH-1000XM5 Silver,Headphones,Sony,349,15,4.8
916,Bose QuietComfort Ultra,Headphones,Bose,429,12,4.9
917,Sennheiser Momentum 4,Headphones,Sennheiser,349,15,4.8
918,Beats Studio Pro,Headphones,Beats,349,15,4.8
919,Anker Soundcore Space Q45,Headphones,Anker,149,25,4.6
920,Anker Soundcore Life Q30,Headphones,Anker,79,30,4.4
921,JBL Xtreme 4,Speaker,JBL,399,12,4.9
922,Sony ULT Field 1,Speaker,Sony,149,20,4.6
923,Apple HomePod Mini,Smart Speaker,Apple,99,25,4.7
924,Apple TV 4K 128GB,Streaming,Apple,149,15,4.8
925,Fire TV Stick 4K Max,Streaming,Amazon,59,30,4.7
926,Chromecast 4K,Streaming,Google,49,25,4.6
927,Roku Streaming Stick 4K,Streaming,Roku,49,20,4.6
928,Anker 20K Power Bank,Accessories,Anker,49,40,4.7
929,Anker 27K Power Bank,Accessories,Anker,99,25,4.8
930,Anker 65W GaN Charger,Accessories,Anker,59,35,4.8
931,Anker 100W GaN Charger,Accessories,Anker,79,30,4.9
932,Belkin 3-in-1 MagSafe Charger,Accessories,Belkin,149,15,4.8
933,Belkin BoostCharge Pro,Accessories,Belkin,99,20,4.7
934,Spigen Ultra Hybrid Case,Accessories,Spigen,29,50,4.7
935,Spigen Tough Armor Case,Accessories,Spigen,35,45,4.8
936,OtterBox Defender Case,Accessories,OtterBox,49,35,4.8
937,Logitech MX Keys,Keyboard,Logitech,99,25,4.8
938,Logitech MX Keys Mini,Keyboard,Logitech,89,30,4.7
939,Logitech G915,Keyboard,Logitech,229,15,4.8
940,Razer BlackWidow V4,Keyboard,Razer,179,18,4.8
941,Razer Huntsman V3 Pro,Keyboard,Razer,199,12,4.9
942,Corsair K70 RGB,Keyboard,Corsair,169,15,4.8
943,Keychron K2 Pro,Keyboard,Keychron,99,20,4.8
944,Keychron Q1,Keyboard,Keychron,179,12,4.9
945,Logitech G502 X Plus,Mouse,Logitech,159,20,4.9
946,Logitech G Pro X Superlight 2,Mouse,Logitech,159,15,4.9
947,Razer DeathAdder V3 Pro,Mouse,Razer,149,20,4.9
948,Corsair M65 RGB,Mouse,Corsair,89,20,4.7
949,SteelSeries Rival 5,Mouse,SteelSeries,69,25,4.6
950,SanDisk Extreme 256GB,Storage,SanDisk,29,40,4.8
951,SanDisk Extreme 512GB,Storage,SanDisk,49,30,4.8
952,SanDisk Extreme 1TB,Storage,SanDisk,99,20,4.9
953,Samsung T7 1TB,Storage,Samsung,89,25,4.8
954,Samsung T7 2TB,Storage,Samsung,159,18,4.9
955,WD My Passport 2TB,Storage,Western Digital,79,25,4.7
956,WD Black SN850X 1TB,Storage,Western Digital,99,20,4.9
957,Seagate Portable 2TB,Storage,Seagate,69,30,4.7
958,Canon EOS R50 Kit,Camera,Canon,799,10,4.8
959,Canon EOS R10 Kit,Camera,Canon,999,8,4.8
960,Sony A6700 Kit,Camera,Sony,1599,6,4.9
961,Sony A7 IV Kit,Camera,Sony,2699,5,4.9
962,Nikon Z50 II,Camera,Nikon,999,8,4.8
963,Nikon Z6 III,Camera,Nikon,2499,5,4.9
964,GoPro Hero 12 Black,Camera,GoPro,449,15,4.8
965,GoPro Hero 13 Black,Camera,GoPro,499,12,4.9
966,DJI Osmo Pocket 3,Camera,DJI,599,10,4.9
967,DJI Action 5 Pro,Camera,DJI,449,10,4.9
968,DJI Mini 4 Pro,Drone,DJI,759,8,4.9
969,DJI Air 3S,Drone,DJI,1099,6,4.9
970,iPhone 15 128GB,Smartphone,Apple,699,25,4.7
971,iPhone 15 256GB,Smartphone,Apple,799,20,4.8
972,iPhone 15 Plus 128GB,Smartphone,Apple,799,18,4.7
973,iPhone 15 Plus 256GB,Smartphone,Apple,899,15,4.8
974,iPhone 15 Pro 128GB,Smartphone,Apple,999,12,4.8
975,iPhone 15 Pro 256GB,Smartphone,Apple,1099,10,4.9
976,iPhone 15 Pro Max 256GB,Smartphone,Apple,1199,10,4.9
977,iPhone 15 Pro Max 512GB,Smartphone,Apple,1399,7,4.9
978,iPhone 15 Pro Max 1TB,Smartphone,Apple,1599,4,4.9
979,iPhone 14 128GB,Smartphone,Apple,599,30,4.6
980,iPhone 14 256GB,Smartphone,Apple,699,22,4.7
981,iPhone 14 Plus 128GB,Smartphone,Apple,699,20,4.6
982,iPhone 14 Plus 256GB,Smartphone,Apple,799,15,4.7
983,iPhone 14 Pro 128GB,Smartphone,Apple,899,12,4.7
984,iPhone 14 Pro 256GB,Smartphone,Apple,999,10,4.8
985,iPhone 14 Pro Max 256GB,Smartphone,Apple,1099,9,4.8
986,iPhone 14 Pro Max 512GB,Smartphone,Apple,1299,6,4.9
987,iPhone 13 128GB,Smartphone,Apple,499,35,4.5
988,iPhone 13 256GB,Smartphone,Apple,599,25,4.6
989,iPhone 13 Pro 256GB,Smartphone,Apple,699,18,4.7
990,iPhone 13 Pro Max 256GB,Smartphone,Apple,799,15,4.8
991,iPhone 13 Pro Max 512GB,Smartphone,Apple,899,10,4.8
992,iPhone 12 64GB,Smartphone,Apple,399,30,4.4
993,iPhone 12 128GB,Smartphone,Apple,449,25,4.5
994,iPhone 12 256GB,Smartphone,Apple,549,20,4.6
995,iPhone 12 Pro 128GB,Smartphone,Apple,599,15,4.6
996,iPhone 12 Pro 256GB,Smartphone,Apple,649,12,4.7
997,iPhone 12 Pro Max 256GB,Smartphone,Apple,699,10,4.7
998,iPhone SE 2022 64GB,Smartphone,Apple,349,25,4.4
999,iPhone SE 2022 128GB,Smartphone,Apple,399,20,4.5
1000,Galaxy S23 128GB,Smartphone,Samsung,599,25,4.6
1001,Galaxy S23 256GB,Smartphone,Samsung,649,20,4.7
1002,Galaxy S23 Plus 256GB,Smartphone,Samsung,749,18,4.7
1003,Galaxy S23 Plus 512GB,Smartphone,Samsung,849,12,4.8
1004,Galaxy S23 Ultra 256GB,Smartphone,Samsung,999,15,4.8
1005,Galaxy S23 Ultra 512GB,Smartphone,Samsung,1099,10,4.9
1006,Galaxy S23 Ultra 1TB,Smartphone,Samsung,1299,5,4.9
1007,Galaxy S22 128GB,Smartphone,Samsung,449,30,4.5
1008,Galaxy S22 256GB,Smartphone,Samsung,499,25,4.6
1009,Galaxy S22 Plus 128GB,Smartphone,Samsung,549,18,4.6
1010,Galaxy S22 Plus 256GB,Smartphone,Samsung,599,15,4.7
1011,Galaxy S22 Ultra 128GB,Smartphone,Samsung,699,12,4.7
1012,Galaxy S22 Ultra 256GB,Smartphone,Samsung,749,10,4.8
1013,Galaxy S21 FE 128GB,Smartphone,Samsung,399,30,4.5
1014,Galaxy S21 FE 256GB,Smartphone,Samsung,449,20,4.6
1015,Galaxy S21 128GB,Smartphone,Samsung,349,25,4.4
1016,Galaxy S21 Plus 128GB,Smartphone,Samsung,449,18,4.5
1017,Galaxy S21 Ultra 256GB,Smartphone,Samsung,549,12,4.7
1018,Galaxy Note 20 Ultra,Smartphone,Samsung,499,10,4.5
1019,Galaxy Z Fold 4,Smartphone,Samsung,1199,8,4.6
1020,Galaxy Z Fold 5,Smartphone,Samsung,1399,7,4.8
1021,Galaxy Z Fold 6,Smartphone,Samsung,1699,6,4.9
1022,Galaxy Z Flip 4,Smartphone,Samsung,699,12,4.5
1023,Galaxy Z Flip 5,Smartphone,Samsung,899,10,4.7
1024,Galaxy Z Flip 6,Smartphone,Samsung,1099,8,4.8
1025,Galaxy A54 128GB,Smartphone,Samsung,349,35,4.4
1026,Galaxy A54 256GB,Smartphone,Samsung,399,28,4.5
1027,Galaxy A34 128GB,Smartphone,Samsung,299,40,4.3
1028,Galaxy A34 256GB,Smartphone,Samsung,349,30,4.4
1029,Galaxy A24 128GB,Smartphone,Samsung,249,35,4.2
1030,Pixel 8 128GB,Smartphone,Google,549,20,4.6
1031,Pixel 8 256GB,Smartphone,Google,649,15,4.7
1032,Pixel 8 Pro 128GB,Smartphone,Google,799,12,4.8
1033,Pixel 8 Pro 256GB,Smartphone,Google,899,10,4.8
1034,Pixel 8 Pro 512GB,Smartphone,Google,999,7,4.9
1035,Pixel 8a 128GB,Smartphone,Google,449,25,4.6
1036,Pixel 8a 256GB,Smartphone,Google,499,20,4.7
1037,Pixel 7 128GB,Smartphone,Google,399,25,4.5
1038,Pixel 7 256GB,Smartphone,Google,449,18,4.6
1039,Pixel 7 Pro 128GB,Smartphone,Google,499,15,4.7
1040,Pixel 7 Pro 256GB,Smartphone,Google,599,10,4.8
1041,Pixel 7a 128GB,Smartphone,Google,349,25,4.5
1042,Pixel 6 128GB,Smartphone,Google,299,20,4.3
1043,Pixel 6 Pro 128GB,Smartphone,Google,399,15,4.5
1044,Pixel 6a 128GB,Smartphone,Google,299,25,4.4
1045,Xiaomi 13 256GB,Smartphone,Xiaomi,549,20,4.6
1046,Xiaomi 13 Pro 256GB,Smartphone,Xiaomi,799,12,4.8
1047,Xiaomi 13 Ultra 512GB,Smartphone,Xiaomi,999,8,4.8
1048,Xiaomi 14 256GB,Smartphone,Xiaomi,699,20,4.7
1049,Xiaomi 14 Pro 512GB,Smartphone,Xiaomi,899,15,4.8
1050,Xiaomi 14 Ultra 512GB,Smartphone,Xiaomi,1099,8,4.9
1051,Xiaomi 12 128GB,Smartphone,Xiaomi,399,25,4.4
1052,Xiaomi 12 Pro 256GB,Smartphone,Xiaomi,499,18,4.6
1053,Xiaomi 12T 128GB,Smartphone,Xiaomi,349,25,4.4
1054,Xiaomi 12T Pro 256GB,Smartphone,Xiaomi,449,18,4.6
1055,Redmi Note 12 128GB,Smartphone,Redmi,199,40,4.2
1056,Redmi Note 12 Pro 128GB,Smartphone,Redmi,249,35,4.4
1057,Redmi Note 12 Pro Plus,Smartphone,Redmi,299,30,4.5
1058,Redmi Note 13 Pro 256GB,Smartphone,Redmi,299,35,4.5
1059,Redmi Note 13 Pro Plus,Smartphone,Redmi,399,25,4.7
1060,Redmi Note 14 Pro 256GB,Smartphone,Redmi,349,30,4.6
1061,Redmi Note 14 Pro Plus,Smartphone,Redmi,449,20,4.7
1062,Poco F5 256GB,Smartphone,Poco,399,25,4.6
1063,Poco F5 Pro 256GB,Smartphone,Poco,499,18,4.7
1064,Poco F6 256GB,Smartphone,Poco,449,22,4.7
1065,Poco F6 Pro 512GB,Smartphone,Poco,549,15,4.8
1066,Poco X5 Pro,Smartphone,Poco,299,30,4.5
1067,Poco X6 256GB,Smartphone,Poco,349,25,4.6
1068,Poco X6 Pro 512GB,Smartphone,Poco,449,20,4.7
1069,Poco X7 Pro,Smartphone,Poco,499,18,4.8
1070,OnePlus 10 Pro,Smartphone,OnePlus,499,15,4.5
1071,OnePlus 11 256GB,Smartphone,OnePlus,599,18,4.7
1072,OnePlus 11 512GB,Smartphone,OnePlus,699,12,4.8
1073,OnePlus 12R 128GB,Smartphone,OnePlus,499,22,4.6
1074,OnePlus 12R 256GB,Smartphone,OnePlus,549,18,4.7
1075,OnePlus 12 512GB,Smartphone,OnePlus,899,12,4.9
1076,OnePlus Nord 2T,Smartphone,OnePlus,299,20,4.4
1077,OnePlus Nord 3,Smartphone,OnePlus,399,25,4.6
1078,OnePlus Nord 4,Smartphone,OnePlus,449,20,4.7
1079,OnePlus Nord CE 2,Smartphone,OnePlus,249,30,4.3
1080,OnePlus Nord CE 3 Lite,Smartphone,OnePlus,229,35,4.3
1081,OnePlus Nord CE 4 Lite,Smartphone,OnePlus,249,30,4.4
1082,OPPO Find X5 Pro,Smartphone,OPPO,699,10,4.5
1083,OPPO Find X6 Pro,Smartphone,OPPO,899,8,4.7
1084,OPPO Find X7 Ultra,Smartphone,OPPO,1099,7,4.8
1085,OPPO Reno 8,Smartphone,OPPO,299,25,4.3
1086,OPPO Reno 10,Smartphone,OPPO,399,22,4.5
1087,OPPO Reno 11,Smartphone,OPPO,449,20,4.6
1088,OPPO Reno 12,Smartphone,OPPO,499,18,4.7
1089,OPPO Reno 13,Smartphone,OPPO,549,15,4.7
1090,vivo X80 Pro,Smartphone,vivo,699,10,4.6
1091,vivo X90 Pro,Smartphone,vivo,799,10,4.7
1092,vivo X100 Pro,Smartphone,vivo,999,10,4.8
1093,vivo X200,Smartphone,vivo,799,12,4.7
1094,vivo X200 Pro,Smartphone,vivo,1099,8,4.9
1095,vivo V27,Smartphone,vivo,299,25,4.4
1096,vivo V29,Smartphone,vivo,399,22,4.5
1097,vivo V30,Smartphone,vivo,449,20,4.6
1098,vivo V40,Smartphone,vivo,499,18,4.7
1099,vivo V50,Smartphone,vivo,549,15,4.8
1100,vivo Y21,Smartphone,vivo,169,40,4.1
1101,vivo Y22,Smartphone,vivo,179,35,4.2
1102,vivo Y27,Smartphone,vivo,199,30,4.3
1103,vivo Y36,Smartphone,vivo,229,28,4.4
1104,vivo Y100,Smartphone,vivo,299,25,4.5
1105,Honor 70,Smartphone,Honor,299,20,4.3
1106,Honor 90,Smartphone,Honor,349,22,4.5
1107,Honor 100,Smartphone,Honor,399,18,4.6
1108,Honor 200,Smartphone,Honor,449,20,4.7
1109,Honor 200 Pro,Smartphone,Honor,549,15,4.8
1110,Honor Magic 5 Pro,Smartphone,Honor,699,10,4.7
1111,Honor Magic 6 Pro,Smartphone,Honor,899,8,4.8
1112,Honor Magic 7 Pro,Smartphone,Honor,1099,8,4.9
1113,Honor X7b,Smartphone,Honor,179,35,4.2
1114,Honor X8b,Smartphone,Honor,229,30,4.3
1115,Honor X50,Smartphone,Honor,299,30,4.4
1116,Honor X60,Smartphone,Honor,329,25,4.5
1117,Motorola Edge 30,Smartphone,Motorola,299,20,4.3
1118,Motorola Edge 40,Smartphone,Motorola,399,18,4.5
1119,Motorola Edge 50 Fusion,Smartphone,Motorola,449,20,4.6
1120,Motorola Edge 50 Pro,Smartphone,Motorola,599,15,4.7
1121,Motorola Edge 50 Ultra,Smartphone,Motorola,799,10,4.8
1122,Motorola Moto G54,Smartphone,Motorola,199,30,4.2
1123,Motorola Moto G84,Smartphone,Motorola,249,25,4.4
1124,Motorola Moto G85,Smartphone,Motorola,299,22,4.5
1125,Motorola Razr 40,Smartphone,Motorola,699,10,4.5
1126,Motorola Razr 40 Ultra,Smartphone,Motorola,899,8,4.7
1127,Motorola Razr 50,Smartphone,Motorola,799,10,4.7
1128,Tecno Camon 20,Smartphone,Tecno,199,30,4.2
1129,Tecno Camon 20 Pro,Smartphone,Tecno,249,25,4.4
1130,Tecno Camon 30,Smartphone,Tecno,249,30,4.4
1131,Tecno Camon 30 Pro,Smartphone,Tecno,349,20,4.6
1132,Tecno Phantom V Fold,Smartphone,Tecno,899,7,4.5
1133,Tecno Phantom V Fold2,Smartphone,Tecno,999,6,4.7
1134,Tecno Phantom V Flip,Smartphone,Tecno,699,8,4.5
1135,Tecno Pova 5,Smartphone,Tecno,199,35,4.3
1136,Tecno Pova 6,Smartphone,Tecno,229,30,4.4
1137,Infinix Note 30,Smartphone,Infinix,179,35,4.2
1138,Infinix Note 40,Smartphone,Infinix,229,30,4.4
1139,Infinix Note 40 Pro,Smartphone,Infinix,279,25,4.5
1140,Infinix Note 40 Pro Plus,Smartphone,Infinix,329,20,4.6
1141,Infinix Zero 30,Smartphone,Infinix,299,25,4.4
1142,Infinix Zero 40,Smartphone,Infinix,349,22,4.6
1143,Infinix GT 10 Pro,Smartphone,Infinix,249,30,4.5
1144,Infinix GT 20 Pro,Smartphone,Infinix,299,25,4.6
1145,Infinix GT 30 Pro,Smartphone,Infinix,399,20,4.7
1146,ASUS Zenfone 9,Smartphone,ASUS,499,10,4.5
1147,ASUS Zenfone 10,Smartphone,ASUS,599,10,4.7
1148,ASUS Zenfone 11 Ultra,Smartphone,ASUS,899,8,4.8
1149,ASUS Zenfone 12 Ultra,Smartphone,ASUS,1099,7,4.9
1150,ASUS ROG Phone 8 Pro,Smartphone,ASUS,1199,7,4.9
1151,ASUS ROG Phone 9 Pro,Smartphone,ASUS,1299,6,4.9
1152,Sony Xperia 1 V,Smartphone,Sony,999,7,4.7
1153,Sony Xperia 1 VI,Smartphone,Sony,1199,6,4.8
1154,Sony Xperia 1 VII,Smartphone,Sony,1399,5,4.9
1155,Sony Xperia 5 IV,Smartphone,Sony,699,8,4.5
1156,Sony Xperia 10 V,Smartphone,Sony,399,15,4.4
1157,Sony Xperia 10 VI,Smartphone,Sony,449,12,4.5
1158,Sony Xperia Pro-I,Smartphone,Sony,1199,5,4.6
1159,MacBook Air M1 256GB,Laptop,Apple,799,20,4.7
1160,MacBook Air M2 256GB,Laptop,Apple,999,18,4.8
1161,MacBook Air M2 512GB,Laptop,Apple,1199,12,4.8
1162,MacBook Pro M3 512GB,Laptop,Apple,1599,10,4.8
1163,MacBook Pro M3 Pro 512GB,Laptop,Apple,1999,8,4.9
1164,MacBook Pro M4 Pro 1TB,Laptop,Apple,2499,7,4.9
1165,MacBook Pro M4 Max 1TB,Laptop,Apple,3199,4,4.9
1166,Dell Inspiron 15,Laptop,Dell,599,25,4.3
1167,Dell Inspiron 16,Laptop,Dell,699,20,4.4
1168,Dell Inspiron 16 Plus,Laptop,Dell,899,15,4.6
1169,Dell XPS 13,Laptop,Dell,1199,12,4.7
1170,Dell XPS 14,Laptop,Dell,1499,10,4.8
1171,Dell XPS 15,Laptop,Dell,1699,8,4.8
1172,Dell XPS 17,Laptop,Dell,2199,5,4.9
1173,Dell Latitude 3440,Laptop,Dell,699,18,4.4
1174,Dell Latitude 5440,Laptop,Dell,899,15,4.6
1175,Dell Latitude 7440,Laptop,Dell,1199,10,4.7
1176,Dell Precision 3580,Laptop,Dell,1299,8,4.7
1177,Dell Precision 5680,Laptop,Dell,1999,5,4.8
1178,Dell G15 Gaming,Laptop,Dell,1099,12,4.7
1179,Dell Alienware m16,Laptop,Dell,1899,6,4.8
1180,Dell Alienware m18,Laptop,Dell,2499,4,4.9
1181,HP Pavilion 14,Laptop,HP,599,25,4.3
1182,HP Pavilion 15,Laptop,HP,649,22,4.4
1183,HP Pavilion Plus 14,Laptop,HP,799,18,4.5
1184,HP Envy 13,Laptop,HP,899,15,4.6
1185,HP Envy x360,Laptop,HP,999,15,4.7
1186,HP Spectre x360 14,Laptop,HP,1399,10,4.8
1187,HP Spectre x360 16,Laptop,HP,1599,7,4.8
1188,HP ProBook 440,Laptop,HP,699,20,4.4
1189,HP ProBook 450,Laptop,HP,799,18,4.5
1190,HP EliteBook 840,Laptop,HP,1199,12,4.7
1191,HP EliteBook 860,Laptop,HP,1299,10,4.7
1192,HP Omen 16,Laptop,HP,1299,10,4.8
1193,Lenovo IdeaPad 3,Laptop,Lenovo,449,30,4.1
1194,Lenovo IdeaPad 5,Laptop,Lenovo,599,25,4.4
1195,Lenovo IdeaPad Slim 3,Laptop,Lenovo,499,28,4.2
1196,Lenovo Yoga Slim 6,Laptop,Lenovo,799,18,4.6
1197,Lenovo Yoga Slim 7,Laptop,Lenovo,899,15,4.7
1198,Lenovo Yoga Pro 7,Laptop,Lenovo,1199,12,4.8
1199,Lenovo ThinkPad E14,Laptop,Lenovo,699,20,4.5
1200,Lenovo ThinkPad E16,Laptop,Lenovo,799,18,4.6
1201,Lenovo ThinkPad T14,Laptop,Lenovo,1199,12,4.8
1202,Lenovo ThinkPad X1 Carbon,Laptop,Lenovo,1499,8,4.9
1203,Lenovo ThinkPad X1 Yoga,Laptop,Lenovo,1599,7,4.8
1204,Lenovo LOQ 16,Laptop,Lenovo,1099,12,4.7
1205,Lenovo Legion 5,Laptop,Lenovo,1199,15,4.7
1206,Lenovo Legion 7,Laptop,Lenovo,1799,8,4.9
1207,Lenovo Legion 9,Laptop,Lenovo,2499,4,4.9
1208,ASUS VivoBook 15,Laptop,ASUS,599,25,4.3
1209,ASUS VivoBook 16,Laptop,ASUS,699,22,4.4
1210,ASUS VivoBook S15,Laptop,ASUS,799,18,4.6
1211,ASUS ZenBook 14,Laptop,ASUS,999,15,4.7
1212,ASUS ZenBook 16,Laptop,ASUS,1299,10,4.8
1213,ASUS TUF Gaming A15,Laptop,ASUS,999,18,4.6
1214,ASUS TUF Gaming A16,Laptop,ASUS,1099,15,4.7
1215,ASUS ROG Strix G16,Laptop,ASUS,1499,10,4.8
1216,Acer Aspire 3,Laptop,Acer,399,35,4.1
1217,Acer Aspire 5,Laptop,Acer,499,30,4.3
1218,Acer Aspire 7,Laptop,Acer,699,25,4.5
1219,Acer Swift 3,Laptop,Acer,599,22,4.4
1220,Acer Swift Go 14,Laptop,Acer,749,20,4.6
1221,Acer Swift X,Laptop,Acer,999,12,4.7
1222,Acer Nitro 5,Laptop,Acer,799,20,4.5
1223,Acer Nitro V15,Laptop,Acer,899,18,4.6
1224,Acer Predator Helios Neo 16,Laptop,Acer,1299,10,4.8
1225,Acer Predator Triton 14,Laptop,Acer,1799,6,4.9
1226,MSI Modern 15,Laptop,MSI,749,18,4.4
1227,MSI Prestige 14,Laptop,MSI,999,15,4.6
1228,MSI Prestige 16,Laptop,MSI,1299,10,4.7
1229,MSI Katana 17,Laptop,MSI,1099,12,4.6
1230,MSI Raider GE68,Laptop,MSI,1999,7,4.8
1231,MSI Raider GE78,Laptop,MSI,2499,5,4.9
1232,MSI Titan 18,Laptop,MSI,3999,3,4.9
1233,Razer Blade 14,Laptop,Razer,1999,6,4.9
1234,Razer Blade 16,Laptop,Razer,2999,4,4.9
